page	entries	image	volume
5723	initiation; initiation (cérémonies d’)	2	11
5724	injection	3	11
5725	Injections dans les cavités naturelles; Injections dans le milieu intérieur et dans les tissus	4	11
5726	Innocent III	5	11
5727		6	11
5728	innovation	7	11
5729		8	11
5730	Innsbruck	9	11
5731	Inquisition	10	11
5732		11	11
5733	Insecte	12	11
5734		13	11
5735		14	11
5736		15	11
5737	Insectes utiles; Insectes nuisibles	16	11
5738	Insectivore[s]	17	11
5739	instinct	18	11
5740	instruction judiciaire	19	11
5741		20	11
5742		21	11
5743	instrument[s] astronomique[s]	22	11
5744	Instruments spéciaux de l’astronomie	23	11
5745	instruments de mesures électriques à principe électro-magnétique	24	11
5746		25	11
5747		26	11
5748		27	11
5749	instruments de musique	28	11
5750		29	11
5751	instruments d’optique	30	11
5752		31	11
5753		32	11
5754		33	11
5755	insuline; Insuline et pathologie humaine; Insuline et diabète	34	11
5756	intégrale définie	35	11
5757	Intégration par parties	36	11
5758	intégration; Intégration et quasi-intégration; Intégration ascendante et intégration descendante	37	11
5759	intégration culturelle et sociale	38	11
5760		39	11
5761		40	11
5762	intellectuels	41	11
5763	intelligence	42	11
5764		43	11
5765		44	11
5766		45	11
5767	intelligence artificielle	46	11
5768	intendance	47	11
5769	intensité	48	11
5770	interaction; interchangeabilité	49	11
5771		50	11
5772	intéressement	51	11
5773	interférence[s]	52	11
5774	Interférences non localisées	53	11
5775		54	11
5776	interféromètre[s]; Interféromètres à séparation spatiale	55	11
5777	Interféromètres à division d'amplitude; Interféromètres à faisceaux séparés	56	11
5778		57	11
5779		58	11
5780	Internationale[s] (le[s])	59	11
5781		60	11
5782		61	11
5783	interprétation musicale; intersexualité	62	11
5784	Intersexualité et influence du milieu; intertrigo	63	11
5785	intervalle	64	11
5786	intestin	65	11
5787		66	11
5788		67	11
5789		68	11
5790		69	11
5791		70	11
5792		71	11
5793	Invalides	72	11
5794	invalidité (assurance)	73	11
5795	invariance	74	11
5796		75	11
5797		76	11
5798	investissement	77	11
5799	Investissement et croissance; Investissement et décollage	78	11
5800	Investissement direct et investissement de portefeuille	79	11
5801	Investiture[s] (querelle de[s])	80	11
5802	involution, ou correspondance involutive	81	11
5803	iode; ion	82	11
5804		83	11
5805	Ionesco (Eugène)	84	11
5806	Ionie; Ionien[s] (le[s])	85	11
5807		86	11
5808	ionosphère	87	11
5809	Iowa	88	11
5810	Ipousteguy (Jean Robert); Iran	89	11
5811		90	11
5812		91	11
5813		92	11
5814		93	11
5815		94	11
5816		95	11
5817		96	11
5818		97	11
5819		98	11
5820		99	11
5821		100	11
5822		101	11
5823		102	11
5824		103	11
5825		104	11
5826		105	11
5827		106	11
5828		107	11
5829		108	11
5830		109	11
5831	Iraq	110	11
5832		111	11
5833		112	11
5834		113	11
5835		114	11
5836		115	11
5837		116	11
5838		117	11
5839	Irénée (saint); iridium; iris	118	11
5840	Irlande	119	11
5841		120	11
5842		121	11
5843		122	11
5844		123	11
5845		124	11
5846		125	11
5847		126	11
5848		127	11
5849		128	11
5850		129	11
5851		130	11
5852		131	11
5853	Iroquoi[s]; irrigation; Irving (Washington)	132	11
5854	Isabelle Ire la Catholique; Isabelle II	133	11
5855	Isaurien[s] (dynastie de[s])	134	11
5856	ischémie; Isère. 38	135	11
5857		136	11
5858	islām	137	11
5859		138	11
5860		139	11
5861		140	11
5862		141	11
5863		142	11
5864		143	11
5865		144	11
5866		145	11
5867		146	11
5868	Islande	147	11
5869		148	11
5870		149	11
5871	ismaélien[s]; isocyanique[s]; isolant	150	11
5872	isolateur; isolation thermique	151	11
5873	isolement[s] (coordination de[s])	152	11
5874	isomérie	153	11
5875	isomorphisme	154	11
5876		155	11
5877	Isopode[s]; Isopodes marins; Isopodes d’eau douce; Isopodes terrestres; isostasie	156	11
5878	isotope[s]	157	11
5879		158	11
5880	Ispahan; Ispahan ville d’art; Israël	159	11
5881		160	11
5882		161	11
5883		162	11
5884		163	11
5885		164	11
5886		165	11
5887		166	11
5888	Issas; Istanbul	167	11
5889		168	11
5890		169	11
5891	Italie	170	11
