aatir;507
afere;508
aramir;509
baailler;510
bot;511
chape;512
conclus;513
coustant;514
delivrement;515
destraindre;516
enchauceïs;517
es;518
esgrondre;519
estraine;520
fis;521
gage;522
hardeillon;523
jurer;524
mace;525
monnée;526
orinal;527
penel;528
pres;529
recroire;530
roilleïz;531
sor;532
trace;533
venter;534
