Lemma;Haupteintrag;Wortart;Varianten;Werk;Band;Spalte;Zeile;IstVariante;ZusatzVhd;IstNachtrag;Nband;Nspalte;Nzeile
acovenancier;;v.;;tl;1;122;33;0;1;0;1;1222;30
acovenir;;v.;;tl;1;122;37;0;0;;;;
acoverter;;v.;;tl;1;122;44;0;1;0;1;1222;31
acovertir;;v.;;tl;1;122;48;0;1;0;1;1222;32
acoveter;;v.;;tl;1;123;1;0;1;0;1;1222;33
acovrir;;v.;;tl;1;124;18;0;0;;;;
acrampelir;;v.;;tl;1;124;35;0;0;;;;
acraper;agraper;v.;;;1;210;31;1;;;;;
acraventer;;v.;agraventer;tl;1;124;41;0;1;0;1;1222;36
acre;;s.f.;;tl;1;125;11;0;1;0;1;1222;38
acreantement;;s.m.;;tl;1;125;20;0;0;;;;
acreanter;;v.;agraanter;tl;1;125;28;0;1;0;1;1222;39
acrebade;;s.m.;;tl;1;125;45;0;0;;;;
acreeor;;s.m.;;tl;1;125;51;0;0;;;;
acresser;agresser;v.;;;1;213;7;1;;;;;
acroc;;s.m.;;tl;1;126;4;0;0;;;;
acrocheteor;;s.m.;;tl;1;126;8;0;0;;;;
acrocheter;;v.;;tl;1;126;10;0;0;;;;
acrochier;;v.;;tl;1;126;12;0;1;0;1;1222;40
acroire;;v.;;tl;1;127;1;0;1;0;1;1222;41
acrois;;s.m.;;tl;1;128;28;0;0;;;;
acroissement;;s.m.;;tl;1;128;37;0;1;0;1;1222;44
acroisseor;;s.m.;;tl;1;128;44;0;0;;;;
acroistre;;v.;;tl;1;128;49;0;1;0;1;1222;45
acroper;;v.;;tl;1;129;23;0;0;;;;
acropie;;s.f.;;tl;1;129;32;0;0;;;;
acropir;;v.;;tl;1;129;37;0;0;;;;
acrüir;;v.;;tl;1;129;52;0;1;0;1;1222;47
acter;;v.;;tl;1;130;7;0;0;;;;
actif;;a.;;tl;1;130;12;0;1;0;1;1222;48
actuauté;;s.f.;;tl;1;130;26;0;1;0;1;1222;49
acueil;;s.m.;acoil;tl;1;130;32;0;1;0;1;1222;50
acueillir;acoillir;v.;;;1;89;31;1;;;;;
acüer;;v.;;tl;1;130;50;0;1;0;1;1223;1
acufardir;;v.;;tl;1;131;10;0;0;;;;
acuit;aquit;s.m.;;;1;484;40;1;;;;;
aculer;;v.;;tl;1;131;16;0;1;0;1;1223;3
aculverter;;v.;;tl;1;131;31;0;1;0;1;1223;4
aculvertir;;v.;;tl;1;131;37;0;0;;;;
acumuler;;v.;;tl;1;131;46;0;0;;;;
acurer;;v.;;tl;1;131;49;0;1;0;1;1223;5
acusacion;;s.f.;;tl;1;132;3;0;0;;;;
acusance;;s.f.;;tl;1;132;7;0;0;;;;
acusatif;;s.m.;;tl;1;132;10;0;0;;;;
acusement;;s.m.;;tl;1;132;12;0;1;0;1;1223;6
acuseor;;s.m.;;tl;1;132;17;0;0;;;;
acuser;;v.;;tl;1;132;26;0;1;0;1;1223;7
acuson;;s.f.;accuson, acconison;tl;1;133;8;0;0;;;;
acutir;;v.;;tl;1;133;12;0;0;;;;
adaignier;;v.;;tl;1;133;16;0;1;0;1;1223;8
adaiier;;v.;;tl;1;133;45;0;0;;;;
adamagier;;v.;adomagier;tl;1;133;50;0;0;;;;
adamajable;;a.;;tl;1;134;6;0;0;;;;
adamas;;s.m.;;tl;1;134;9;0;1;0;1;1223;10
adamer1;;v.;;tl;1;134;12;0;0;;;;
adamer2;;v.;;tl;1;134;36;0;1;0;1;1223;14
addicion;;s.f.;;tl;1;134;50;0;0;;;;
adebonairir;;v.;;tl;1;135;1;0;0;;;;
adecliner;;v.;;tl;1;135;9;0;0;;;;
adeliier;;v.;;tl;1;135;13;0;0;;;;
ademander;;v.;;tl;1;135;15;0;0;;;;
ademesse;;s.f.;;tl;1;135;20;0;0;;;;
ademestir;adomestir;v.;;;1;149;34;1;;;;;
ademetre;;v.;;tl;1;135;23;0;0;;;;
ademise;;s.f.;;tl;1;136;27;0;0;;;;
adenerer;;v.;;tl;1;136;39;0;0;;;;
adentee;;s.f.;;tl;1;136;48;0;0;;;;
adenter;;v.;;tl;1;136;51;0;1;0;1;1223;17
adentir;;v.;;tl;1;138;1;0;0;;;;
adequer;;v.;;tl;1;138;12;0;1;0;1;1223;18
aderchier;;v.;;tl;1;138;19;0;0;;;;
adercier;adrecier;v.;;;1;154;46;1;;;;;
aderer;;v.;;tl;1;138;38;0;1;0;1;1223;19
adericion;;s.f.;;tl;1;138;40;0;0;;;;
aderir;;v.;adherir;tl;1;138;43;0;1;0;1;1223;20
aderrierer;;v.;;tl;1;138;48;0;0;;;;
adès;;adv.;;tl;1;138;51;0;1;0;1;1223;21
adesentir;;v.;;tl;1;140;15;0;0;;;;
adeser;;v.;;tl;1;140;24;0;1;0;1;1223;22
adesertir;;v.;;tl;1;141;20;0;0;;;;
adesseement;;adv.;;tl;1;141;23;0;0;;;;
adestiner;;v.;;tl;1;141;30;0;0;;;;
adestre;;a.;;tl;1;141;33;0;0;;;;
adestrer;;v.;;tl;1;141;37;0;1;0;1;1223;25
adetir;;v.;;tl;1;142;29;0;0;;;;
adevaler;;v.;;tl;1;142;38;0;1;0;1;1223;26
adevancie;;s.f.;;tl;1;143;1;0;0;;;;
adevancier;;v.;;tl;1;143;4;0;1;0;1;1223;27
adevancir;;v.;;tl;1;143;21;0;0;;;;
adevenir;;v.;;tl;1;143;33;0;0;;;;
adevinaille;;s.f.;;tl;1;143;36;0;1;0;1;1223;28
adevinal;;s.m.;;tl;1;143;44;0;0;;;;
adevinement;;s.m.;;tl;1;144;4;0;1;0;1;1223;29
adevineor;;s.m.;;tl;1;144;11;0;0;;;;
adeviner;;v.;;tl;1;144;19;0;1;0;1;1223;30
adevinier;;s.m.;;tl;1;144;45;0;0;;;;
adherir;aderir;v.;;;1;138;43;1;;;;;
adicion;;s.f.;;tl;1;144;48;0;0;;;;
adinvencion;;s.f.;;tl;1;145;3;0;0;;;;
adire;;v.;;tl;1;145;6;0;0;;;;
adirer;;v.;;tl;1;145;30;0;1;0;1;1223;31
adjectif;;s.m.;;tl;1;146;4;0;0;;;;
adjoint;;s.m.;;tl;1;146;8;0;0;;;;
adjugier;;v.;;tl;1;146;13;0;1;0;1;1223;32
admetre;;v.;;tl;1;146;16;0;0;;;;
admonnesteresse;amonesterresse;s.f.;;;1;360;41;1;;;;;
adob;adop;s.m.;;;1;150;47;1;;;;;
adobement;;s.m.;;tl;1;146;21;0;0;;;;
adobeor;;s.m.;dobëor;tl;1;146;32;0;0;;;;
adobëor;dobëor;s.m.;;;2;1971;24;1;;;;;
adober;;v.;dober;tl;1;146;36;0;1;0;1;1223;33
adober;dober;v.;;;2;1971;24;1;;;;;
adoctriner;;v.;;tl;1;148;9;0;0;;;;
adodeminer;;v.;;tl;1;148;12;0;0;;;;
adöer1;;v.;;tl;1;148;16;0;0;;;;
adöer2;;v.;;tl;1;148;20;0;0;;;;
adöin;;a.;;tl;1;148;25;0;0;;;;
adoise;;s.f.;;tl;1;148;28;0;0;;;;
adoler;;v.;;tl;1;148;33;0;1;0;1;1223;35
adolescence;;s.f.;;tl;1;149;18;0;0;;;;
adolir;;v.;;tl;1;149;21;0;0;;;;
adoloser;;v.;;tl;1;149;25;0;0;;;;
adomagier;adamagier;v.;;;1;133;50;1;;;;;
adomeschier;;v.;;tl;1;149;30;0;0;;;;
adomestir;;v.;ademestir;tl;1;149;34;0;0;;;;
adominer;;v.;;tl;1;149;37;0;0;;;;
adonc;;adv.;adont, adons, adonque, adonques;tl;1;149;49;0;1;0;1;1223;36
adoner;;v.;;tl;1;150;20;0;1;0;1;1223;37
adonque;adonc;adv.;;;1;149;49;1;;;;;
adonques;adonc;adv.;;;1;149;49;1;;;;;
adons;adonc;adv.;;;1;149;49;1;;;;;
adont;adonc;adv.;;;1;149;49;1;;;;;
adop;;s.m.;adob;tl;1;150;47;0;1;0;1;1223;39
adopcion;;s.f.;;tl;1;151;10;0;0;;;;
ados;;s.m.;;tl;1;151;13;0;1;0;1;1223;41
adosser;;v.;;tl;1;151;31;0;1;0;1;1223;42
adoucement;;s.m.;;tl;1;152;21;0;0;;;;
adoucier;;v.;;tl;1;152;26;0;1;0;1;1223;43
adoucir;;v.;;tl;1;153;7;0;1;0;1;1223;44
adras;;s.m.;adrès;tl;1;153;25;0;0;;;;
adrece;;s.f.;;tl;1;153;28;0;1;0;1;1223;45
adrecement;;s.m.;;tl;1;154;3;0;1;0;1;1223;46
adreceor;;s.m.;;tl;1;154;36;0;0;;;;
adrecier;;v.;adercier;tl;1;154;46;0;1;0;1;1223;47
adrès;adras;s.m.;;;1;153;25;1;;;;;
adroit;;a.;;tl;1;158;6;0;1;0;1;1223;48
aduire;;v.;;tl;1;158;41;0;1;0;1;1223;49
adulacion;;s.f.;;tl;1;159;17;0;0;;;;
adultere;;s.m.;;tl;1;159;19;0;0;;;;
adulterer;;v.;;tl;1;159;22;0;0;;;;
aduner;;v.;;tl;1;159;25;0;1;0;1;1223;51
adunir;;v.;;tl;1;159;28;0;0;;;;
adurcir;;v.;;tl;1;159;32;0;0;;;;
aduré;;a.;;tl;1;159;46;0;0;;;;
adv-;;;av-;tl;1;160;28;0;0;;;;
advoquer;;v.;;tl;1;160;29;0;0;;;;
aé;;s.m. (und f.);ael, edé, ëé;tl;1;160;32;0;1;0;1;1224;1
aeignier;aaignier;v.;;;1;26;9;1;;;;;
ael;;s.m.;eal;tl;1;161;48;0;1;0;1;1224;4
ael;aé;s.m. (und f.);;;1;160;32;1;;;;;
aele;;s.f.;;tl;1;162;3;0;0;;;;
aemplement;;s.m.;;tl;1;162;5;0;1;0;1;1224;6
aemplir;;v.;;tl;1;162;10;0;1;0;1;1224;7
aengier;;v.;;tl;1;162;39;0;1;0;1;1224;8
aengler;aangler;v.;;;1;29;24;1;;;;;
a ente;ente (a);adv.;;;3;562;9;1;;;;;
aentir;;v.;;tl;1;163;33;0;0;;;;
aentrer;;v.;;tl;1;163;38;0;0;;;;
aerber;;v.;;tl;1;163;42;0;0;;;;
aerdre;;v.;aherdre;tl;1;163;46;0;1;0;1;1224;10
aeriien;;a.;;tl;1;165;52;0;0;;;;
aerin;;a.;;tl;1;166;3;0;0;;;;
aerter;;v.;;tl;1;166;7;0;0;;;;
aeschement;;s.m.;;tl;1;166;17;0;0;;;;
aeschier;;v.;;tl;1;166;19;0;0;;;;
aesmable;;a.;;tl;1;166;35;0;0;;;;
aesmance;;s.f.;;tl;1;166;39;0;0;;;;
aesme;;s.m.;äisme;tl;1;166;46;0;1;0;1;1224;14
aesmement;;s.m.;;tl;1;166;49;0;0;;;;
aesmer;;v.;;tl;1;167;3;0;1;0;1;1224;15
aestagier;;v.;;tl;1;167;49;0;0;;;;
afabilité;;s.f.;;tl;1;168;1;0;0;;;;
afable;;a.;;tl;1;168;4;0;0;;;;
afadir;;v.;effadir;tl;1;168;8;0;0;;;;
afaire1 ;;v.;;tl;1;168;16;0;0;;;;
afaire2;;s.m. und f.;;tl;1;168;21;0;1;0;1;1224;19
afaissier;;v.;;tl;1;170;24;0;1;0;1;1224;22
afait;;s.m.;;tl;1;170;33;0;0;;;;
afaitaison;;s.f.;;tl;1;170;39;0;1;0;1;1224;23
afaitement;;s.m.;;tl;1;170;50;0;1;0;1;1224;24
afaiteor;;s.m.;;tl;1;171;29;0;0;;;;
afaitier;;v.;effaitier;tl;1;171;35;0;1;0;1;1224;26
afaiture;;s.f.;;tl;1;174;1;0;0;;;;
afaiturer;;v.;;tl;1;174;4;0;0;;;;
afamer;;v.;effamer;tl;1;174;9;0;1;0;1;1224;28
afaneor;ahaneor;s.m.;;;1;220;12;1;;;;;
afardillier;;v.;;tl;1;175;4;0;0;;;;
afaschier;;v.;;tl;1;175;9;0;0;;;;
afaussir;;v.;;tl;1;175;11;0;0;;;;
afautrer;afeutrer;v.;;;1;181;3;1;;;;;
afaveler;;v.;;tl;1;175;15;0;0;;;;
afeagier;;v.;;tl;1;175;19;0;0;;;;
afebliance;;s.f.;afebloiance;tl;1;175;23;0;0;;;;
afeblïement;;s.m.;;tl;1;175;25;0;0;;;;
afebliier;;v.;;tl;1;175;28;0;1;0;1;1224;29
afeblir;;v.;aflebir;tl;1;176;14;0;1;0;1;1224;30
afebloiance;afebliance;s.f.;;;1;175;23;1;;;;;
afecter;;v.;;tl;1;176;29;0;1;0;1;1224;31
afection;;s.f.;;tl;1;176;34;0;1;0;1;1224;32
afectüel;;a.;;tl;1;176;44;0;0;;;;
afectüos;;a.;;tl;1;176;48;0;1;0;1;1224;33
afeloner;;v.;;tl;1;176;51;0;0;;;;
afelonir;;v.;;tl;1;177;4;0;0;;;;
afemeniner;;v.;;tl;1;177;15;0;0;;;;
afendre;afondre;v.;;;1;197;12;1;;;;;
aferable;;v.;;tl;1;177;20;0;0;;;;
aferir;;v.;;tl;1;177;24;0;1;0;1;1224;34
afermacion;;s.f.;;tl;1;178;47;0;0;;;;
afermage;;s.m.;;tl;1;179;1;0;0;;;;
afermance;;s.f.;;tl;1;179;4;0;0;;;;
afermement;;s.m;;tl;1;179;8;0;1;0;1;1224;35
afermer;;v.;esfermer;tl;1;179;11;0;1;0;1;1224;36
aferue;;s.f.;;tl;1;180;30;0;0;;;;
afetarder;;v.;;tl;1;180;39;0;0;;;;
afetardir;;v.;;tl;1;180;42;0;0;;;;
afeutrement;;s.m.;;tl;1;180;49;0;0;;;;
afeutrer;;v.;afautrer;tl;1;181;3;0;1;0;1;1224;37
afeutrëure;;s.f.;;tl;1;181;41;0;0;;;;
affeurage;aforage;s.m.;;;1;197;43;1;;;;;
afi;;s.m.;;tl;1;182;1;0;0;;;;
afiable;;a.;;tl;1;182;20;0;0;;;;
afiage;;s.m.;;tl;1;182;23;0;0;;;;
afiaille;;s.f.;;tl;1;182;26;0;0;;;;
afiance;;s.f.;;tl;1;182;35;0;1;0;1;1224;38
afiancer;;v.;;tl;1;182;44;0;0;;;;
aficeler;;v.;;tl;1;183;3;0;0;;;;
afichal;;s.m.;;tl;1;183;7;0;0;;;;
afiche;;s.f.;;tl;1;183;10;0;1;0;1;1224;40
afichet;;s.m.;;tl;1;183;34;0;1;0;1;1224;41
afichier;;v.;effichier;tl;1;183;37;0;1;0;1;1224;42
afïement;;s.m.;;tl;1;185;26;0;0;;;;
afïer;;v.;;tl;1;185;36;0;1;0;1;1224;45
afigurer;;v.;;tl;1;187;48;0;0;;;;
afilee;;s.f.;;tl;1;187;51;0;0;;;;
afiler;;v.;rafiler, effiler;tl;1;188;6;0;1;0;1;1224;48
afin;;a., s.;;tl;1;188;40;0;1;0;1;1224;50
afinement;;s.m.;;tl;1;188;52;0;0;;;;
afineor;;s.m.;;tl;1;189;3;0;0;;;;
afiner1;;v.;;tl;1;189;5;0;1;0;1;1224;51
afiner2;;v.;effiner;tl;1;189;47;0;1;0;1;1224;52
afinir;;v.;;tl;1;190;23;0;0;;;;
afinité;;s.f.;;tl;1;190;29;0;0;;;;
afirmacion;;s.f.;;tl;1;190;35;0;1;0;1;1225;1
afirmatif;;a.;;tl;1;190;37;0;0;;;;
afirmative;;s.f.;;tl;1;190;39;0;0;;;;
afirmement;;s.m.;;tl;1;190;46;0;0;;;;
afit1;;s.m.;;tl;1;190;49;0;1;0;1;1225;2
afit2;;s.m.;;tl;1;191;1;0;0;;;;
afitier;;v.;;tl;1;191;25;0;1;0;1;1225;3
afitos;;a.;afitose;tl;1;191;37;0;0;;;;
afitose;afitos;a.;;;1;191;37;1;;;;;
aflamber;;v.;;tl;1;191;39;0;0;;;;
aflatir;;v.;;tl;1;191;45;0;0;;;;
aflebillier;;v.;;tl;1;191;49;0;0;;;;
aflebir;afeblir;v.;;;1;176;14;1;;;;;
aflicion;;s.f.;;tl;1;192;1;0;0;;;;
aflïement;;s.m.;;tl;1;192;32;0;0;;;;
afligier;;v.;;tl;1;192;36;0;1;0;1;1225;4
afliier;;v.;;tl;1;192;45;0;0;;;;
aflire;;v.;;tl;1;193;1;0;1;0;1;1225;6
afloré;;a.;;tl;1;193;34;0;0;;;;
afluber;afubler;v.;;;1;201;39;1;;;;;
afoberter;;v.;;tl;1;193;40;0;1;0;1;1225;9
aföer;;v.;;tl;1;193;43;0;1;0;1;1225;11
afolement;;s.m.;;tl;1;194;3;0;0;;;;
afoler;;v.;;tl;1;194;8;0;1;0;1;1225;14
afoletir;;v.;;tl;1;196;8;0;0;;;;
afolëure;;s.f.;;tl;1;196;13;0;1;0;1;1225;17
afondement;;s.m.;;tl;1;196;18;0;0;;;;
afonder;;v.;;tl;1;196;22;0;1;0;1;1225;24
afondre;;v.;afendre;tl;1;197;12;0;1;0;1;1225;25
afondrer;;v.;;tl;1;197;25;0;1;0;1;1225;26
aforage;;s.m.;affeurage;tl;1;197;43;0;0;;;;
aforain;;a.;aforaine;tl;1;197;48;0;1;0;1;1225;27
aforaine;aforain;a.;;;1;197;48;1;;;;;
aforchëure;;s.f.;;tl;1;198;5;0;0;;;;
aforchier;;v.;;tl;1;198;12;0;0;;;;
aforcier;;v.;;tl;1;198;19;0;0;;;;
aforer1;;v.;;tl;1;198;24;0;0;;;;
aforer2;;v.;;tl;1;198;31;0;1;0;1;1225;28
aformer;;v.;;tl;1;198;46;0;0;;;;
aforragier;;v.;;tl;1;199;1;0;0;;;;
aforrer;;v.;;tl;1;199;4;0;1;0;1;1225;30
afranchir;;v.;;tl;1;199;11;0;1;0;1;1225;31
afrarir;;v.;;tl;1;199;20;0;0;;;;
afrener;;v.;esfrener;tl;1;199;24;0;1;0;1;1225;32
afrenëure;;s.f.;;tl;1;200;5;0;1;0;1;1225;33
afreschir;;v.;;tl;1;200;9;0;0;;;;
african;;a.;aufrican;tl;1;200;12;0;1;0;1;1225;34
afriier;;v.;;tl;1;200;14;0;0;;;;
afrique;;s.m.;;tl;1;200;18;0;1;0;1;1225;35
afronter;;v.;;tl;1;200;23;0;1;0;1;1225;36
afruitier;;v.;;tl;1;201;20;0;0;;;;
afublail;;s.m.;;tl;1;201;36;0;0;;;;
afubler;;v.;afluber, afuler, fubler;tl;1;201;39;0;1;0;1;1225;37
afublëure;;s.f.;;tl;1;202;39;0;0;;;;
afüir;;v.;;tl;1;202;45;0;1;0;1;1225;39
afuler;afubler;v.;;;1;201;39;1;;;;;
afuschier;;v.;;tl;1;203;10;0;0;;;;
afuster;;v.;;tl;1;203;14;0;1;0;1;1225;41
afustir ;;v.;;tl;1;203;24;0;1;0;1;1225;42
agace;;s.f.;;tl;1;203;33;0;1;0;1;1225;43
agacier1;;v.;;tl;1;203;41;0;0;;;;
agacier2;;v.;;tl;1;203;45;0;1;0;1;1225;46
agaillardir;;v.;;tl;1;204;1;0;0;;;;
agaise;;s.f.;argaise;tl;1;204;5;0;0;;;;
agait;;s.m.;;tl;1;204;13;0;1;0;1;1225;47
agaitable;;a.;;tl;1;204;33;0;0;;;;
agaite;;s.f.;;tl;1;204;36;0;0;;;;
agaiteor;;s.m.;;tl;1;204;39;0;1;0;1;1225;49
agaitier;;v.;;tl;1;204;46;0;1;0;1;1225;50
agali;;a.;;tl;1;205;22;0;0;;;;
agaloner;;v.;;tl;1;205;25;0;0;;;;
agapir;;v.;;tl;1;205;29;0;0;;;;
agar!;;interj.;;tl;1;205;35;0;1;0;1;1225;52
agarder;;v.;;tl;1;205;40;0;1;0;1;1226;1
agaré ;;a.;;tl;1;206;16;0;0;;;;
agarer;;v.;;tl;1;206;13;0;0;;;;
agasche;;a.;;tl;1;206;21;0;0;;;;
agaster;;v.;;tl;1;206;27;0;1;0;1;1226;3
agastir;;v.;;tl;1;206;31;0;0;;;;
agate;;s.f.;acate;tl;1;206;52;0;1;0;1;1226;4
agatois;;s.m.;;tl;1;207;4;0;0;;;;
ageliner;;v.;;tl;1;207;7;0;0;;;;
agencier;;v.;gencier;tl;1;207;10;0;1;0;1;1226;5
agencier;gencier;v.;;;4;237;47;1;;;;;
agencir;;v.;;tl;1;207;33;0;1;0;1;1226;6
agenoillier;;v.;;tl;1;208;1;0;1;0;1;1226;7
agent;;a.;;tl;1;208;17;0;0;;;;
agiet1;;s.m.;;tl;1;208;20;0;0;;;;
agiet2;;s.m.;;tl;1;208;25;0;1;0;1;1226;8
agilité;;s.f.;;tl;1;208;28;0;0;;;;
aginois;;a.;;tl;1;208;30;0;1;0;1;1226;9
agister;;v.;;tl;1;208;33;0;1;0;1;1226;10
agnel;;s.m.;;tl;1;208;39;0;1;0;1;1226;11
agneler;;v.;;tl;1;209;3;0;0;;;;
agnelet;;s.m.;;tl;1;209;8;0;1;0;1;1226;13
agnelin;;s.m.;;tl;1;209;13;0;0;;;;
agniz;;s.m.;anice;tl;1;209;24;0;0;;;;
agocier;;v.;entr'agocier;tl;1;209;27;0;1;0;1;1226;14
agoine;;s.f.;engoine;tl;1;209;32;0;1;0;1;1226;20
agoine;engoine;s.f.;;;3;394;6;1;;;;;
agon;;s.m.;;tl;1;209;37;0;0;;;;
agot;;s.m.;;tl;1;209;41;0;0;;;;
agoter;;v.;;tl;1;209;43;0;0;;;;
agoverner;;v.;;tl;1;209;52;0;0;;;;
agraanter;acreanter;v.;;;1;125;28;1;;;;;
agraignier;;v.;;tl;1;210;3;0;0;;;;
agrailiier;;v.;;tl;1;210;8;0;0;;;;
agramir;;v.;;tl;1;210;12;0;0;;;;
agrandiier;;v.;grandoiier ;tl;1;210;16;0;0;;;;
agrandiier;grandoiier;v.;;;4;541;25;1;;;;;
agrandir;;v.;;tl;1;210;21;0;0;;;;
agrape;;s.f.;;tl;1;210;29;0;0;;;;
agraper;;v.;acraper;tl;1;210;31;0;1;0;1;1226;21
agrapiner;;v.;;tl;1;210;46;0;0;;;;
agrapir;;v.;;tl;1;210;48;0;0;;;;
agravance;;s.f.;;tl;1;211;4;0;0;;;;
agraventer;acraventer;v.;;;1;124;41;1;;;;;
agraver;;v.;;tl;1;211;8;0;0;;;;
agré;;s.m.;;tl;1;211;17;0;0;;;;
agreable;;a.;;tl;1;211;21;0;1;0;1;1226;22
agreer;;v.;;tl;1;211;42;0;1;0;1;1226;23
agregier;;v.;;tl;1;212;12;0;1;0;1;1226;24
agregir;;v.;;tl;1;212;51;0;0;;;;
agrener;;v.;;tl;1;213;3;0;0;;;;
agresser;;v.;acresser;tl;1;213;7;0;1;0;1;1226;25
agreste;;s.m.;;tl;1;213;21;0;1;0;1;1226;27
agrevement;;s.m.;;tl;1;213;28;0;0;;;;
agrever;;v.;;tl;1;213;30;0;1;0;1;1226;29
agriculture;;s.f.;;tl;1;213;49;0;0;;;;
agrocier;;v.;;tl;1;213;51;0;0;;;;
agröer;;v.;;tl;1;214;1;0;0;;;;
agroi;;s.m.;;tl;1;214;4;0;1;0;1;1226;31
agroie;;s.f.;;tl;1;214;22;0;0;;;;
agroier;;v.;;tl;1;214;25;0;1;0;1;1226;32
agroper;;v.;;tl;1;214;31;0;0;;;;
agrüir;;v.;;tl;1;214;34;0;0;;;;
agrumir;;v.;aigrumir;tl;1;214;41;0;0;;;;
agu;;a.;;tl;1;214;47;0;1;0;1;1226;33
agüece;;s.f.;;tl;1;215;44;0;0;;;;
agüer;;v.;;tl;1;216;1;0;0;;;;
agüet;;a.;;tl;1;216;7;0;0;;;;
aguichier;;v.;;tl;1;216;11;0;0;;;;
aguïer;;v.;;tl;1;216;15;0;0;;;;
aguiere;;s.f.;;tl;1;216;18;0;0;;;;
aguille;;s.f.;ogulle;tl;1;216;21;0;1;0;1;1226;35
aguille;ogulle;s.f.;;;6;1006;1;1;;;;;
aguillerie;;s.f.;;tl;1;216;45;0;0;;;;
aguillete;;s.f.;;tl;1;216;48;0;0;;;;
aguilliee;;s.f.;;tl;1;217;4;0;0;;;;
aguillier1;;v.;;tl;1;217;9;0;1;0;1;1226;37
aguillier2;;s.m.;;tl;1;217;18;0;0;;;;
aguillier3;;s.m.;;tl;1;217;22;0;0;;;;
aguilliere;;s.f.;;tl;1;217;39;0;0;;;;
aguillon;;s.m.;;tl;1;217;41;0;1;0;1;1226;39
aguillonement;;s.m.;;tl;1;218;5;0;0;;;;
aguilloner;;v.;;tl;1;218;9;0;1;0;1;1226;41
aguisëiz;;a.;;tl;1;218;18;0;0;;;;
aguisier;;v.;;tl;1;218;20;0;1;0;1;1226;42
agun;;s.m.;;tl;1;219;12;0;1;0;1;1226;47
ah;a2;interj.;;;1;1;17;1;;;;;
ah;hay!;interj.;;;4;1043;8;1;;;;;
ahai!;;interj.;;tl;1;219;16;0;0;;;;
ahai!;hahai!;interj.;;;4;818;1;1;;;;;
ahäir;;v.;;tl;1;219;17;0;1;0;1;1226;48
ahaitier;;v.;;tl;1;219;20;0;1;0;1;1226;49
ahan;;s.m.;häan, hahan;tl;1;219;28;0;1;0;1;1226;50
ahan;häan;s.m.;;;4;810;39;1;;;;;
ahan;han;s.m.;;;4;865;35;1;;;;;
ahanable;;a.;hanable;tl;1;220;1;0;0;;;;
ahanable;hanable;a.;;;4;865;41;1;;;;;
ahanage;;s.m.;;tl;1;220;4;0;0;;;;
ahaneor;;s.m.;afaneor;tl;1;220;12;0;0;;;;
ahaner;;v.;haner;tl;1;220;22;0;1;0;1;1226;52
ahanible;;a.;;tl;1;220;52;0;0;;;;
ahanie ;;s.f.;;tl;1;221;3;0;0;;;;
ahanier;;v.;;tl;1;221;6;0;0;;;;
ahanter;;v.;;tl;1;221;13;0;0;;;;
aharnaschier;;v.;;tl;1;221;14;0;1;0;1;1227;1
ahaster;;v.;;tl;1;221;28;0;0;;;;
ahatir;aatir;v.;;;1;31;37;1;;;;;
ahaucier;;v.;;tl;1;221;33;0;0;;;;
ahen!;;interj.;;tl;1;221;36;0;1;0;1;1227;2
ahenc!;;interj.;;tl;1;221;40;0;1;0;1;1227;3
aherdre;aerdre;v.;;;1;163;46;1;;;;;
ahi!;äi!;interj.;;;1;224;31;1;;;;;
ahoc;;s.m.;;tl;1;221;46;0;0;;;;
ahochier;;v.;;tl;1;221;49;0;1;0;1;1227;4
ahoge;;a.;;tl;1;222;13;0;1;0;1;1227;5
ahonagier;;v.;;tl;1;222;32;0;0;;;;
ahonnir;;v.;;tl;1;222;29;0;0;;;;
ahonter;;v.;;tl;1;222;34;0;0;;;;
ahontir;;v.;;tl;1;223;3;0;0;;;;
ahordir;;v.;;tl;1;223;5;0;0;;;;
ahors!;;interj.;;tl;1;223;9;0;1;0;1;1227;6
ahuchier;;v.;;tl;1;223;22;0;0;;;;
ahüer;;v.;;tl;1;223;24;0;0;;;;
ahurtement;;s.m.;;tl;1;223;27;0;0;;;;
ahurter;;v.;;tl;1;223;30;0;1;0;1;1227;9
äi!;;interj.;ahi!, hay!, hé!;tl;1;224;31;0;1;0;1;1227;10
ai!;;interj.;aimi!, hay!, hé!;tl;1;225;5;0;1;0;1;1227;11
ai;hay!;interj.;;;4;1043;8;1;;;;;
äi;hay!;interj.;;;4;1043;8;1;;;;;
aiable;;a.;;tl;1;225;26;0;0;;;;
aiaut;aiol;s.m.;;;1;250;12;1;;;;;
aidable;;a.;;tl;1;225;39;0;1;0;1;1227;13
aidance;;s. f.;;tl;1;225;47;0;1;0;1;1227;14
aidant;;a.;;tl;1;226;1;0;1;0;1;1227;15
äide;äie;s.f.;;;1;229;1;1;;;;;
aidel;;a.;;tl;1;226;18;0;0;;;;
äidement;;s.m.;;tl;1;226;22;0;0;;;;
aideor;;s.m.;;tl;1;226;24;0;1;0;1;1227;16
aiderresse;;s.f.;;tl;1;226;28;0;0;;;;
aidier;;v.;aïer, ajüer;tl;1;226;30;0;1;0;1;1227;17
aidif;;a.;;tl;1;228;42;0;0;;;;
aidoire;;s.f.;;tl;1;228;47;0;0;;;;
aidos;;a.;;tl;1;228;50;0;0;;;;
äie;;s.f.;äide, aiue;tl;1;229;1;0;1;0;1;1227;23
